Account No,DATE,TRANSACTION DETAILS,VALUE DATE,BALANCE AMT,AMOUNT,TYPE,CATEGORY
KZ67269719619,2024-01-08,TECHNODOM KZ,2024-01-08,781127.97,-84100.47,DEBIT,Shopping
KZ67269719619,2024-01-08,BURGER KING KZ,2024-01-08,1456.02,-2955.68,DEBIT,Food & Dining
KZ67269719619,2024-01-09,INDRIVE TRIP,2024-01-09,606067.0,-2113.72,DEBIT,Transport
KZ67269719619,2024-01-10,SMALL SUPERMARKET,2024-01-10,-584264.3,-11324.36,DEBIT,Shopping
KZ67269719619,2024-01-10,TECHNODOM KZ,2024-01-10,874842.13,-84100.47,DEBIT,Shopping
KZ67269719619,2024-01-11,KASPI KREDIT PAYMENT,2024-01-11,958942.59,-75425.03,DEBIT,Loan & Finance
KZ67269719619,2024-01-11,INSURANCE PAYMENT,2024-01-11,-193245.14,-11694.09,DEBIT,Loan & Finance
KZ67269719619,2024-01-11,METRO CASH AND CARRY,2024-01-11,-158183.3,-24843.39,DEBIT,Shopping
KZ67269719619,2024-01-11,CHOCOFOOD ORDER,2024-01-11,-598418.13,-6730.48,DEBIT,Food & Dining
KZ67269719619,2024-01-11,METRO CASH AND CARRY,2024-01-11,692281.19,-21240.73,DEBIT,Shopping
KZ67269719619,2024-01-12,ALMATY ENERGO ELECTRIC,2024-01-12,-475873.48,-7388.9,DEBIT,Utilities
KZ67269719619,2024-01-13,CHAPLIN CINEMA,2024-01-13,593517.94,-2426.65,DEBIT,Entertainment
KZ67269719619,2024-01-13,CHOCOFOOD ORDER,2024-01-13,258068.4,-5787.15,DEBIT,Food & Dining
KZ67269719619,2024-01-13,FREEDOM FINANCE EMI,2024-01-13,1034367.62,-13854.91,DEBIT,Loan & Finance
KZ67269719619,2024-01-13,ВОДОКАНАЛ PAYMENT,2024-01-13,-305471.55,-4757.16,DEBIT,Utilities
KZ67269719619,2024-01-14,SULPAK ELECTRONICS,2024-01-14,397818.78,-23256.72,DEBIT,Shopping
KZ67269719619,2024-01-14,CHOCOFOOD ORDER,2024-01-14,-177094.77,-5219.27,DEBIT,Food & Dining
KZ67269719619,2024-01-14,KASPI KREDIT PAYMENT,2024-01-14,-561459.09,-83619.1,DEBIT,Loan & Finance
KZ67269719619,2024-01-15,AIR ASTANA TICKET,2024-01-15,-279723.75,-84100.47,DEBIT,Transport
KZ67269719619,2024-01-15,ВОДОКАНАЛ PAYMENT,2024-01-15,-300714.39,-2515.6,DEBIT,Utilities
KZ67269719619,2024-01-16,APTEKA 36.6,2024-01-16,-10768.2,-2182.36,DEBIT,Healthcare
KZ67269719619,2024-01-16,YANDEX GO RIDE,2024-01-16,203026.66,-3286.68,DEBIT,Transport
KZ67269719619,2024-01-17,KASPI SHOP PURCHASE,2024-01-17,78599.02,-84100.47,DEBIT,Shopping
KZ67269719619,2024-01-17,INSURANCE PAYMENT,2024-01-17,-298198.79,-15301.79,DEBIT,Loan & Finance
KZ67269719619,2024-01-18,MEDICALCENTER KZ,2024-01-18,8979.54,-65225.24,DEBIT,Healthcare
KZ67269719619,2024-01-18,KASPI SHOP PURCHASE,2024-01-18,713521.92,-67606.05,DEBIT,Shopping
KZ67269719619,2024-01-18,TECHNODOM KZ,2024-01-18,263855.55,-84100.47,DEBIT,Shopping
KZ67269719619,2024-01-18,BEELINE KZ RECHARGE,2024-01-18,353122.31,-1976.13,DEBIT,Utilities
KZ67269719619,2024-01-19,АЗС HELIOS PETROL,2024-01-19,865228.43,-9613.7,DEBIT,Transport
KZ67269719619,2024-01-21,ЖКХ КОММУНАЛКА,2024-01-21,-631925.8,-26971.74,DEBIT,Utilities
KZ67269719619,2024-01-22,АЗС SINOOIL FUEL,2024-01-22,-8585.84,-10041.87,DEBIT,Transport
KZ67269719619,2024-01-22,GLOVO*ORDER,2024-01-22,-181551.05,-4456.28,DEBIT,Food & Dining
KZ67269719619,2024-01-23,MCDONALDS ALMATY,2024-01-23,-563517.24,-2058.14,DEBIT,Food & Dining
KZ67269719619,2024-01-23,YANDEX GO RIDE,2024-01-23,-477840.0,-1966.52,DEBIT,Transport
KZ67269719619,2024-01-23,TECHNODOM KZ,2024-01-23,608180.72,-84100.47,DEBIT,Shopping
KZ67269719619,2024-01-23,TECHNODOM KZ,2024-01-23,-98265.25,-84100.47,DEBIT,Shopping
KZ67269719619,2024-01-23,APTEKA 36.6,2024-01-23,-163189.29,-5005.99,DEBIT,Healthcare
KZ67269719619,2024-01-23,SMALL SUPERMARKET,2024-01-23,350345.69,-2776.62,DEBIT,Shopping
KZ67269719619,2024-01-24,UNIVERSITY TUITION,2024-01-24,425317.0,-84100.47,DEBIT,Education
KZ67269719619,2024-01-24,INSURANCE PAYMENT,2024-01-24,-572939.95,-9422.71,DEBIT,Loan & Finance
KZ67269719619,2024-01-24,TELE2 KZ PAYMENT,2024-01-24,-12898.28,-2130.08,DEBIT,Utilities
KZ67269719619,2024-01-25,NETFLIX SUBSCRIPTION,2024-01-25,421075.5,-4241.5,DEBIT,Entertainment
KZ67269719619,2024-01-26,ALMATY ENERGO ELECTRIC,2024-01-26,-591687.64,-7423.34,DEBIT,Utilities
KZ67269719619,2024-01-26,FREEDOM FINANCE EMI,2024-01-26,206313.34,-51755.06,DEBIT,Loan & Finance
KZ67269719619,2024-01-27,ЖКХ КОММУНАЛКА,2024-01-27,-650438.71,-18512.91,DEBIT,Utilities
KZ67269719619,2024-01-27,АЗС SINOOIL FUEL,2024-01-27,595944.59,-10122.41,DEBIT,Transport
KZ67269719619,2024-01-28,SPOTIFY PREMIUM,2024-01-28,355098.43,-1266.5,DEBIT,Entertainment
KZ67269719619,2024-01-28,SPOTIFY PREMIUM,2024-01-28,-390838.52,-1266.5,DEBIT,Entertainment
KZ67269719619,2024-01-28,AIR ASTANA TICKET,2024-01-28,-389572.02,-84100.47,DEBIT,Transport
KZ67269719619,2024-01-28,UNIVERSITY TUITION,2024-01-28,509417.47,-84100.47,DEBIT,Education
KZ67269719619,2024-01-31,UNIVERSITY TUITION,2024-01-31,-1246963.99,-80215.64,DEBIT,Education
KZ67269719619,2024-02-01,MCDONALDS ALMATY,2024-02-01,-1662061.25,-2945.06,DEBIT,Food & Dining
KZ67269719619,2024-02-01,BEELINE KZ RECHARGE,2024-02-01,-1166748.35,-3079.76,DEBIT,Utilities
KZ67269719619,2024-02-01,GLOVO*ORDER,2024-02-01,-2070802.52,-5349.77,DEBIT,Food & Dining
KZ67269719619,2024-02-01,KTZ RAILWAY TICKET,2024-02-01,-1509426.67,-9343.6,DEBIT,Transport
KZ67269719619,2024-02-02,CHAPLIN CINEMA,2024-02-02,-760673.9,-2205.45,DEBIT,Entertainment
KZ67269719619,2024-02-02,KCELL PAYMENT,2024-02-02,-1363141.23,-2051.47,DEBIT,Utilities
KZ67269719619,2024-02-02,STEAM GAMES,2024-02-02,-1461353.2,-17996.32,DEBIT,Entertainment
KZ67269719619,2024-02-02,KASPI KREDIT PAYMENT,2024-02-02,-1113948.83,-64477.72,DEBIT,Loan & Finance
KZ67269719619,2024-02-03,UNIVERSITY TUITION,2024-02-03,-1947266.48,-80215.64,DEBIT,Education
KZ67269719619,2024-02-04,SALARY KASPI BANK,2024-02-04,-688896.28,334231.85,CREDIT,Income
KZ67269719619,2024-02-04,AIR ASTANA TICKET,2024-02-04,-1013111.83,-71377.79,DEBIT,Transport
KZ67269719619,2024-02-04,LOCAL CAFE,2024-02-04,-1361089.76,-702.48,DEBIT,Food & Dining
KZ67269719619,2024-02-05,SULPAK ELECTRONICS,2024-02-05,-1443356.87,-80215.64,DEBIT,Shopping
KZ67269719619,2024-02-05,KINOPARK TICKET,2024-02-05,-692274.61,-3378.33,DEBIT,Entertainment
KZ67269719619,2024-02-05,MCDONALDS ALMATY,2024-02-05,-1747664.68,-1413.24,DEBIT,Food & Dining
KZ67269719619,2024-02-07,WILDBERRIES KZ,2024-02-07,-2234243.47,-6075.69,DEBIT,Shopping
KZ67269719619,2024-02-07,SULPAK ELECTRONICS,2024-02-07,-1354826.83,-80215.64,DEBIT,Shopping
KZ67269719619,2024-02-07,TELE2 KZ PAYMENT,2024-02-07,-1019193.42,-1256.4,DEBIT,Utilities
KZ67269719619,2024-02-08,OLYMPIC PLUS CLINIC,2024-02-08,-1048068.7,-28875.28,DEBIT,Healthcare
KZ67269719619,2024-02-09,SKILLBOX KZ,2024-02-09,-1826740.72,-30867.59,DEBIT,Education
KZ67269719619,2024-02-09,FREEDOM FINANCE EMI,2024-02-09,-1274611.18,-23698.26,DEBIT,Loan & Finance
KZ67269719619,2024-02-10,KFC ALMATY,2024-02-10,-1250912.92,-3948.93,DEBIT,Food & Dining
KZ67269719619,2024-02-10,АЗС HELIOS PETROL,2024-02-10,-1606845.14,-15895.22,DEBIT,Transport
KZ67269719619,2024-02-10,SULPAK ELECTRONICS,2024-02-10,-2034395.14,-80215.64,DEBIT,Shopping
KZ67269719619,2024-02-10,HALYK FINANCE LOAN,2024-02-10,-2171288.83,-80215.64,DEBIT,Loan & Finance
KZ67269719619,2024-02-11,LOCAL CAFE,2024-02-11,-1127886.86,-2489.59,DEBIT,Food & Dining
KZ67269719619,2024-02-11,TELE2 KZ PAYMENT,2024-02-11,-1049471.11,-1402.42,DEBIT,Utilities
KZ67269719619,2024-02-11,KASPI SHOP PURCHASE,2024-02-11,-941734.03,-20628.84,DEBIT,Shopping
KZ67269719619,2024-02-11,SPOTIFY PREMIUM,2024-02-11,-1867050.84,-1266.5,DEBIT,Entertainment
KZ67269719619,2024-02-12,ALMATY ENERGO ELECTRIC,2024-02-12,-2299044.6,-9398.42,DEBIT,Utilities
KZ67269719619,2024-02-12,WILDBERRIES KZ,2024-02-12,-1653417.12,-46571.98,DEBIT,Shopping
KZ67269719619,2024-02-13,WILDBERRIES KZ,2024-02-13,-1795873.13,-45462.85,DEBIT,Shopping
KZ67269719619,2024-02-14,TELE2 KZ PAYMENT,2024-02-14,-1500083.07,-1920.46,DEBIT,Utilities
KZ67269719619,2024-02-14,KTZ RAILWAY TICKET,2024-02-14,-2091073.19,-20270.67,DEBIT,Transport
KZ67269719619,2024-02-14,KFC ALMATY,2024-02-14,-1659116.19,-5699.07,DEBIT,Food & Dining
KZ67269719619,2024-02-15,TELE2 KZ PAYMENT,2024-02-15,-1750410.28,-1633.19,DEBIT,Utilities
KZ67269719619,2024-02-17,INVIVO CLINIC,2024-02-17,-1137738.61,-9851.75,DEBIT,Healthcare
KZ67269719619,2024-02-18,WILDBERRIES KZ,2024-02-18,-1490366.2,-27160.01,DEBIT,Shopping
KZ67269719619,2024-02-18,MAGNUM SUPERMARKET,2024-02-18,-2065452.75,-24743.53,DEBIT,Shopping
KZ67269719619,2024-02-18,LOCAL CAFE,2024-02-18,-2037611.44,-3216.3,DEBIT,Food & Dining
KZ67269719619,2024-02-19,TELE2 KZ PAYMENT,2024-02-19,-1463206.18,-1852.99,DEBIT,Utilities
KZ67269719619,2024-02-19,APTEKA SAINT LUKE,2024-02-19,-1115077.25,-1128.42,DEBIT,Healthcare
KZ67269719619,2024-02-20,SULPAK ELECTRONICS,2024-02-20,-758468.45,-66193.85,DEBIT,Shopping
KZ67269719619,2024-02-21,YANDEX GO RIDE,2024-02-21,-1748777.08,-1112.4,DEBIT,Transport
KZ67269719619,2024-02-21,MCDONALDS ALMATY,2024-02-21,-1590949.92,-1307.61,DEBIT,Food & Dining
KZ67269719619,2024-02-23,STEAM GAMES,2024-02-23,-1155047.46,-17308.85,DEBIT,Entertainment
KZ67269719619,2024-02-23,KFC ALMATY,2024-02-23,-1016893.18,-3781.35,DEBIT,Food & Dining
KZ67269719619,2024-02-23,INSURANCE PAYMENT,2024-02-23,-1125397.27,-10320.01,DEBIT,Loan & Finance
KZ67269719619,2024-02-24,COURSERA SUBSCRIPTION,2024-02-24,-2228167.78,-12750.0,DEBIT,Education
KZ67269719619,2024-02-24,TECHNODOM KZ,2024-02-24,-1746251.44,-80215.64,DEBIT,Shopping
KZ67269719619,2024-02-25,WOLT DELIVERY,2024-02-25,-1498162.61,-7796.41,DEBIT,Food & Dining
KZ67269719619,2024-02-25,WILDBERRIES KZ,2024-02-25,-1865784.34,-39043.63,DEBIT,Shopping
KZ67269719619,2024-02-26,MCDONALDS ALMATY,2024-02-26,-1017937.02,-1043.84,DEBIT,Food & Dining
KZ67269719619,2024-02-26,WILDBERRIES KZ,2024-02-26,-2289646.18,-55402.71,DEBIT,Shopping
KZ67269719619,2024-02-26,METRO CASH AND CARRY,2024-02-26,-2215417.78,-14220.39,DEBIT,Shopping
KZ67269719619,2024-02-26,SPOTIFY PREMIUM,2024-02-26,-1163668.59,-1266.5,DEBIT,Entertainment
KZ67269719619,2024-02-26,KASPI KREDIT PAYMENT,2024-02-26,-1589642.31,-80215.64,DEBIT,Loan & Finance
KZ67269719619,2024-02-27,KASPI SHOP PURCHASE,2024-02-27,-840889.55,-80215.64,DEBIT,Shopping
KZ67269719619,2024-02-27,BURGER KING KZ,2024-02-27,-2176170.19,-4881.36,DEBIT,Food & Dining
KZ67269719619,2024-02-27,TECHNODOM KZ,2024-02-27,-921105.19,-80215.64,DEBIT,Shopping
KZ67269719619,2024-02-27,ALMATY ENERGO ELECTRIC,2024-02-27,-1954179.5,-6913.01,DEBIT,Utilities
KZ67269719619,2024-02-28,АЗС SINOOIL FUEL,2024-02-28,-2189636.35,-13466.16,DEBIT,Transport
KZ67269719619,2024-02-28,SMALL SUPERMARKET,2024-02-28,-2201197.39,-11561.04,DEBIT,Shopping
KZ67269719619,2024-02-28,BEELINE KZ RECHARGE,2024-02-28,-2040709.22,-3097.78,DEBIT,Utilities
KZ67269719619,2024-02-28,MCDONALDS ALMATY,2024-02-28,-1666035.8,-3974.55,DEBIT,Food & Dining
KZ67269719619,2024-02-28,INSURANCE PAYMENT,2024-02-28,-1162402.09,-7354.63,DEBIT,Loan & Finance
KZ67269719619,2024-02-28,АЗС SINOOIL FUEL,2024-02-28,-2306395.93,-7351.33,DEBIT,Transport
KZ67269719619,2024-02-28,ALMATY ENERGO ELECTRIC,2024-02-28,-1360387.29,-5560.46,DEBIT,Utilities
KZ67269719619,2024-03-01,MAGNUM SUPERMARKET,2024-03-01,-3613796.53,-16194.12,DEBIT,Shopping
KZ67269719619,2024-03-01,SULPAK ELECTRONICS,2024-03-01,-3186857.03,-82387.79,DEBIT,Shopping
KZ67269719619,2024-03-02,АЗС SINOOIL FUEL,2024-03-02,-2355095.37,-7873.97,DEBIT,Transport
KZ67269719619,2024-03-02,STEAM GAMES,2024-03-02,-2840157.37,-3521.44,DEBIT,Entertainment
KZ67269719619,2024-03-02,UDEMY COURSE,2024-03-02,-2850281.54,-6224.54,DEBIT,Education
KZ67269719619,2024-03-03,INSURANCE PAYMENT,2024-03-03,-2858248.34,-7966.8,DEBIT,Loan & Finance
KZ67269719619,2024-03-03,AIR ASTANA TICKET,2024-03-03,-2427020.5,-71925.13,DEBIT,Transport
KZ67269719619,2024-03-03,BURGER KING KZ,2024-03-03,-2346280.9,-3220.35,DEBIT,Food & Dining
KZ67269719619,2024-03-04,INSURANCE PAYMENT,2024-03-04,-3770342.44,-16874.05,DEBIT,Loan & Finance
KZ67269719619,2024-03-04,INDRIVE TRIP,2024-03-04,-2681345.53,-706.18,DEBIT,Transport
KZ67269719619,2024-03-05,LOCAL CAFE,2024-03-05,-1966172.61,-3059.17,DEBIT,Food & Dining
KZ67269719619,2024-03-05,NETFLIX SUBSCRIPTION,2024-03-05,-2192767.72,-4740.5,DEBIT,Entertainment
KZ67269719619,2024-03-06,SALARY KASPI BANK,2024-03-06,-1963113.45,343282.48,CREDIT,Income
KZ67269719619,2024-03-06,ЖКХ КОММУНАЛКА,2024-03-06,-2677069.5,-34341.03,DEBIT,Utilities
KZ67269719619,2024-03-06,CHAPLIN CINEMA,2024-03-06,-2515507.35,-3472.11,DEBIT,Entertainment
KZ67269719619,2024-03-06,SMALL SUPERMARKET,2024-03-06,-2257761.42,-10234.73,DEBIT,Shopping
KZ67269719619,2024-03-07,FLY ARYSTAN,2024-03-07,-2567746.04,-52238.69,DEBIT,Transport
KZ67269719619,2024-03-08,CHOCOFOOD ORDER,2024-03-08,-3709487.88,-3997.76,DEBIT,Food & Dining
KZ67269719619,2024-03-08,METRO CASH AND CARRY,2024-03-08,-2892758.23,-29583.91,DEBIT,Shopping
KZ67269719619,2024-03-08,LOCAL CAFE,2024-03-08,-2081787.08,-2327.91,DEBIT,Food & Dining
KZ67269719619,2024-03-11,MCDONALDS ALMATY,2024-03-11,-3597602.41,-3501.99,DEBIT,Food & Dining
KZ67269719619,2024-03-11,CHOCOFOOD ORDER,2024-03-11,-3576707.65,-8405.95,DEBIT,Food & Dining
KZ67269719619,2024-03-13,KCELL PAYMENT,2024-03-13,-2863174.32,-4345.11,DEBIT,Utilities
KZ67269719619,2024-03-14,FLY ARYSTAN,2024-03-14,-2037439.62,-57017.0,DEBIT,Transport
KZ67269719619,2024-03-14,SULPAK ELECTRONICS,2024-03-14,-2642728.47,-74982.43,DEBIT,Shopping
KZ67269719619,2024-03-14,INDRIVE TRIP,2024-03-14,-3104469.23,-2735.43,DEBIT,Transport
KZ67269719619,2024-03-14,CHOCOFOOD ORDER,2024-03-14,-2844057.0,-3899.63,DEBIT,Food & Dining
KZ67269719619,2024-03-15,LOCAL CAFE,2024-03-15,-2512035.23,-1686.44,DEBIT,Food & Dining
KZ67269719619,2024-03-15,BEELINE KZ RECHARGE,2024-03-15,-2247526.7,-3005.71,DEBIT,Utilities
KZ67269719619,2024-03-15,NETFLIX SUBSCRIPTION,2024-03-15,-3618537.03,-4740.5,DEBIT,Entertainment
KZ67269719619,2024-03-15,FREEDOM FINANCE EMI,2024-03-15,-3474202.47,-39940.31,DEBIT,Loan & Finance
KZ67269719619,2024-03-16,APTEKA SAINT LUKE,2024-03-16,-3434262.17,-3643.26,DEBIT,Healthcare
KZ67269719619,2024-03-16,HALYK FINANCE LOAN,2024-03-16,-2340149.22,-82387.79,DEBIT,Loan & Finance
KZ67269719619,2024-03-16,TECHNODOM KZ,2024-03-16,-3568301.7,-82387.79,DEBIT,Shopping
KZ67269719619,2024-03-16,LOCAL CAFE,2024-03-16,-3275455.39,-1670.74,DEBIT,Food & Dining
KZ67269719619,2024-03-17,YANDEX GO RIDE,2024-03-17,-3592113.26,-2379.23,DEBIT,Transport
KZ67269719619,2024-03-17,KASPI KREDIT PAYMENT,2024-03-17,-3335468.41,-60013.02,DEBIT,Loan & Finance
KZ67269719619,2024-03-17,TECHNODOM KZ,2024-03-17,-3417856.21,-82387.79,DEBIT,Shopping
KZ67269719619,2024-03-17,UNIVERSITY TUITION,2024-03-17,-2509408.3,-82387.79,DEBIT,Education
KZ67269719619,2024-03-18,AIR ASTANA TICKET,2024-03-18,-2244520.99,-51753.27,DEBIT,Transport
KZ67269719619,2024-03-18,TELE2 KZ PAYMENT,2024-03-18,-3840676.87,-2947.08,DEBIT,Utilities
KZ67269719619,2024-03-18,AIR ASTANA TICKET,2024-03-18,-2975146.03,-82387.79,DEBIT,Transport
KZ67269719619,2024-03-19,YOUTUBE PREMIUM,2024-03-19,-2347221.4,-940.5,DEBIT,Entertainment
KZ67269719619,2024-03-19,АЗС SINOOIL FUEL,2024-03-19,-2990291.63,-15145.6,DEBIT,Transport
KZ67269719619,2024-03-20,TECHNODOM KZ,2024-03-20,-3700924.82,-82387.79,DEBIT,Shopping
KZ67269719619,2024-03-20,LOCAL CAFE,2024-03-20,-2684919.75,-3574.22,DEBIT,Food & Dining
KZ67269719619,2024-03-20,INSURANCE PAYMENT,2024-03-20,-2188027.22,-16855.98,DEBIT,Loan & Finance
KZ67269719619,2024-03-21,KASPI KREDIT PAYMENT,2024-03-21,-3753468.39,-43980.52,DEBIT,Loan & Finance
KZ67269719619,2024-03-21,INDRIVE TRIP,2024-03-21,-3594100.41,-1987.15,DEBIT,Transport
KZ67269719619,2024-03-21,CHAPLIN CINEMA,2024-03-21,-2680639.35,-3569.85,DEBIT,Entertainment
KZ67269719619,2024-03-21,АЗС SINOOIL FUEL,2024-03-21,-3430618.91,-12762.7,DEBIT,Transport
KZ67269719619,2024-03-22,YOUTUBE PREMIUM,2024-03-22,-2510348.8,-940.5,DEBIT,Entertainment
KZ67269719619,2024-03-22,CHAPLIN CINEMA,2024-03-22,-2722639.55,-2174.38,DEBIT,Entertainment
KZ67269719619,2024-03-23,BURGER KING KZ,2024-03-23,-2994645.7,-4354.08,DEBIT,Food & Dining
KZ67269719619,2024-03-23,BURGER KING KZ,2024-03-23,-3705490.12,-4565.3,DEBIT,Food & Dining
KZ67269719619,2024-03-23,APTEKA 36.6,2024-03-23,-3485913.91,-11711.43,DEBIT,Healthcare
KZ67269719619,2024-03-23,COURSERA SUBSCRIPTION,2024-03-23,-2720465.17,-14250.0,DEBIT,Education
KZ67269719619,2024-03-23,KASPI SHOP PURCHASE,2024-03-23,-2079459.17,-32392.66,DEBIT,Shopping
KZ67269719619,2024-03-23,FLY ARYSTAN,2024-03-23,-2836635.93,-48121.7,DEBIT,Transport
KZ67269719619,2024-03-24,AIR ASTANA TICKET,2024-03-24,-2762784.79,-40145.24,DEBIT,Transport
KZ67269719619,2024-03-24,UNIVERSITY TUITION,2024-03-24,-3269244.82,-82387.79,DEBIT,Education
KZ67269719619,2024-03-24,АЗС SINOOIL FUEL,2024-03-24,-3589734.04,-13026.39,DEBIT,Transport
KZ67269719619,2024-03-24,TECHNODOM KZ,2024-03-24,-2171171.24,-82387.79,DEBIT,Shopping
KZ67269719619,2024-03-24,GLOVO*ORDER,2024-03-24,-2088783.44,-6996.36,DEBIT,Food & Dining
KZ67269719619,2024-03-24,KASPI KREDIT PAYMENT,2024-03-24,-3082425.16,-82387.79,DEBIT,Loan & Finance
KZ67269719619,2024-03-25,LOCAL CAFE,2024-03-25,-3270268.62,-1023.8,DEBIT,Food & Dining
KZ67269719619,2024-03-25,FREEDOM FINANCE EMI,2024-03-25,-3837729.79,-67387.35,DEBIT,Loan & Finance
KZ67269719619,2024-03-25,COURSERA SUBSCRIPTION,2024-03-25,-1980422.61,-14250.0,DEBIT,Education
KZ67269719619,2024-03-26,INVIVO CLINIC,2024-03-26,-3101733.8,-19308.65,DEBIT,Healthcare
KZ67269719619,2024-03-26,INDRIVE TRIP,2024-03-26,-2858829.21,-580.87,DEBIT,Transport
KZ67269719619,2024-03-27,MAGNUM SUPERMARKET,2024-03-27,-2706215.17,-21295.42,DEBIT,Shopping
KZ67269719619,2024-03-27,KAZAKHTELECOM INTERNET,2024-03-27,-2788514.23,-7059.59,DEBIT,Utilities
KZ67269719619,2024-03-28,APTEKA 36.6,2024-03-28,-2047066.51,-9626.89,DEBIT,Healthcare
KZ67269719619,2024-03-29,STEAM GAMES,2024-03-29,-2781454.64,-18669.85,DEBIT,Entertainment
KZ67269719619,2024-03-29,BEELINE KZ RECHARGE,2024-03-29,-2343060.56,-2911.34,DEBIT,Utilities
KZ67269719619,2024-03-29,LOCAL CAFE,2024-03-29,-3273784.65,-3516.03,DEBIT,Food & Dining
KZ67269719619,2024-03-29,ВОДОКАНАЛ PAYMENT,2024-03-29,-3000037.36,-5391.66,DEBIT,Utilities
KZ67269719619,2024-03-31,YOUTUBE PREMIUM,2024-03-31,-4445636.82,-940.5,DEBIT,Entertainment
KZ67269719619,2024-04-01,LOCAL CAFE,2024-04-01,-3542033.94,-1132.25,DEBIT,Food & Dining
KZ67269719619,2024-04-01,CHAPLIN CINEMA,2024-04-01,-3803538.95,-4034.12,DEBIT,Entertainment
KZ67269719619,2024-04-01,MCDONALDS ALMATY,2024-04-01,-5131807.91,-3504.99,DEBIT,Food & Dining
KZ67269719619,2024-04-02,SALARY KASPI BANK,2024-04-02,-3491355.67,349321.2,CREDIT,Income
KZ67269719619,2024-04-02,АЗС HELIOS PETROL,2024-04-02,-4493367.77,-9750.3,DEBIT,Transport
KZ67269719619,2024-04-03,AIR ASTANA TICKET,2024-04-03,-4862384.7,-83837.09,DEBIT,Transport
KZ67269719619,2024-04-03,FLY ARYSTAN,2024-04-03,-3540901.69,-49546.02,DEBIT,Transport
KZ67269719619,2024-04-03,FLY ARYSTAN,2024-04-03,-4444696.32,-73518.3,DEBIT,Transport
KZ67269719619,2024-04-03,METRO CASH AND CARRY,2024-04-03,-4687256.38,-21097.51,DEBIT,Shopping
KZ67269719619,2024-04-04,BEELINE KZ RECHARGE,2024-04-04,-3993473.19,-3400.3,DEBIT,Utilities
KZ67269719619,2024-04-04,UNUSUAL LARGE TRANSACTION,2024-04-04,-5907714.59,-329891.28,DEBIT,Other
KZ67269719619,2024-04-04,BURGER KING KZ,2024-04-04,-4693770.02,-3715.17,DEBIT,Food & Dining
KZ67269719619,2024-04-05,SULPAK ELECTRONICS,2024-04-05,-5339589.5,-83837.09,DEBIT,Shopping
KZ67269719619,2024-04-05,TECHNODOM KZ,2024-04-05,-5381434.64,-41845.14,DEBIT,Shopping
KZ67269719619,2024-04-05,OLYMPIC PLUS CLINIC,2024-04-05,-3871497.6,-45956.64,DEBIT,Healthcare
KZ67269719619,2024-04-05,ALMATY ENERGO ELECTRIC,2024-04-05,-4371178.02,-9026.95,DEBIT,Utilities
KZ67269719619,2024-04-06,AIR ASTANA TICKET,2024-04-06,-5568042.15,-83837.09,DEBIT,Transport
KZ67269719619,2024-04-06,NETFLIX SUBSCRIPTION,2024-04-06,-4362151.07,-4740.5,DEBIT,Entertainment
KZ67269719619,2024-04-06,KASPI KREDIT PAYMENT,2024-04-06,-4579950.5,-66595.26,DEBIT,Loan & Finance
KZ67269719619,2024-04-07,KASPI KREDIT PAYMENT,2024-04-07,-4666158.87,-83837.09,DEBIT,Loan & Finance
KZ67269719619,2024-04-07,GLOVO*ORDER,2024-04-07,-4351934.05,-11922.63,DEBIT,Food & Dining
KZ67269719619,2024-04-07,SMALL SUPERMARKET,2024-04-07,-3874110.26,-2612.66,DEBIT,Shopping
KZ67269719619,2024-04-08,TELE2 KZ PAYMENT,2024-04-08,-4582321.78,-2371.28,DEBIT,Utilities
KZ67269719619,2024-04-08,MCDONALDS ALMATY,2024-04-08,-5083470.44,-2973.54,DEBIT,Food & Dining
KZ67269719619,2024-04-08,CHAPLIN CINEMA,2024-04-08,-4513355.25,-3398.29,DEBIT,Entertainment
KZ67269719619,2024-04-09,OLYMPIC PLUS CLINIC,2024-04-09,-3742757.94,-12523.23,DEBIT,Healthcare
KZ67269719619,2024-04-10,METRO CASH AND CARRY,2024-04-10,-4962389.52,-45803.11,DEBIT,Shopping
KZ67269719619,2024-04-10,CHOCOFOOD ORDER,2024-04-10,-4306415.63,-8673.29,DEBIT,Food & Dining
KZ67269719619,2024-04-11,АЗС SINOOIL FUEL,2024-04-11,-4509956.96,-16589.19,DEBIT,Transport
KZ67269719619,2024-04-11,GLOVO*ORDER,2024-04-11,-5481476.37,-11161.52,DEBIT,Food & Dining
KZ67269719619,2024-04-13,KASPI KREDIT PAYMENT,2024-04-13,-5128302.92,-28404.49,DEBIT,Loan & Finance
KZ67269719619,2024-04-13,METRO CASH AND CARRY,2024-04-13,-4483617.47,-22756.93,DEBIT,Shopping
KZ67269719619,2024-04-13,HALYK FINANCE LOAN,2024-04-13,-5214075.39,-82267.48,DEBIT,Loan & Finance
KZ67269719619,2024-04-13,TECHNODOM KZ,2024-04-13,-4132581.38,-83837.09,DEBIT,Shopping
KZ67269719619,2024-04-14,WILDBERRIES KZ,2024-04-14,-3790374.71,-47616.77,DEBIT,Shopping
KZ67269719619,2024-04-14,SMALL SUPERMARKET,2024-04-14,-4155867.78,-4222.84,DEBIT,Shopping
KZ67269719619,2024-04-15,FREEDOM FINANCE EMI,2024-04-15,-4898685.34,-36300.64,DEBIT,Loan & Finance
